row_id,business_title,business_type,address,phone,website,menu_url,latitude,longitude
12,Capital Ice Cream,Restaurant,"389 CAPITOL Ave, Hartford, CT 06106",(860) 906-1308,https://capitalicecream.com/,,41.76383591,-72.68856812
14,Bernice Bragadosus Restaurant,Restaurant,"849 Albany Ave, Hartford, CT 06112",(860) 549-2104,http://eatjamaican.com/hartford-ct.html,https://places.singleplatform.com/bernice-bragadosus-restaurant/menu?ref=Microsoft,41.78003311,-72.69062042
15,Carson's Kitchen,Restaurant,"3155 Main St, Hartford, CT 06120",(860) 244-0943,https://carsons-kitchen-llc.business.site/,https://kaosamai.business.site/,41.79472351,-72.66467285
16,Dunn's River Jamaican Restaurant,Restaurant,"2996 Main St, Hartford, CT 06120",(860) 547-1600,https://www.grubhub.com/restaurant/dunns-river-jamaican-restaurant-2996-main-st-hartford/907073,https://places.singleplatform.com/dunns-river-jamaican-restaurant-llc/menu?ref=Microsoft,41.79331970000001,-72.66625214
17,Fire & Spice Vegan Restaurant,Restaurant,"491 Capitol Ave, Hartford, CT 06106",(860) 519-0476,http://fireandspiceveganrestaurant.com/,http://fireandspiceveganrestaurant.com/menu.php,41.7635231,-72.69215393
18,Juiced Up,Restaurant,"231 Asylum St, Hartford, CT 06103",(860) 247-2292,https://www.facebook.com/juicedupjb/,,41.76733398,-72.67742157
19,Hot Pots,Restaurant,"2374 Main St, Hartford, CT 06120",(860) 241-0200,http://www.hotpots2go.com/menus/hotPots_storeMenu.pdf,https://www.zomato.com/hartford/hot-pots-hartford/menu,41.78686142,-72.67380524
20,Pabs African Restaurant,Restaurant,"1166 Burnside Ave, East Hartford, CT 06108",(860) 206-4295,https://www.pabsafricanrestaurant.com/,https://places.singleplatform.com/pabs-african-restaurant/menu?ref=Microsoft,41.78367996,-72.58821106
21,Scotts' Jamaican Bakery,Restaurant,"3381 Main St, Hartford, CT 06120",(860) 246-6599,http://www.scottsjamaicanbakery.com/,https://www.scottsjamaicanbakery.com/menus,41.79758453,-72.66287231
22,Sisters Restaurant LLC,Restaurant,"2756 Main St, Hartford, CT 06120",(860) 527-1234,https://www.facebook.com/pages/Sisters-Restaurant-LLC/113449715355482,https://places.singleplatform.com/sisters-restaurant-4/menu?ref=Microsoft,41.79118347,-72.66983795
23,Stella's & Mazie's,Restaurant,"461 Capitol Ave, Hartford, CT 06106",(860) 308-2175,http://www.eatsomethinggood.com/,https://www.eatsomethinggood.com/menus,41.76362228,-72.69107056
24,Sun Splash Bar & Grill,Restaurant,"428 Franklin Ave, Hartford, CT 06114",(860) 904-9310,http://www.sunsplashbarandgrill.com/,https://www.sunsplashbarandgrill.com/menus,41.73781204,-72.67539215
25,Soulbaila,Restaurant,"735 Wethersfield Ave, Hartford, CT 06114",(860) 461-0324,https://www.soulbailavibes.com/,https://www.soulbailavibes.com/menu,41.73580933,-72.67069244
26,Berkins Blend Cafe,Coffee Shop,"1003 Hebron Ave, Glastonbury, CT 06033",(860) 430-5866,http://berkinsblendcafe.com/,https://berkinsblendcafe.com/menu,41.71707153,-72.57461548
27,Thomas' Smokey Pit Stop,Restaurant,"182 Middle Turnpike W, Manchester, CT 06040",(860) 646-1400,http://thomassmokeypitstop.com/,,41.78245163,-72.53192139
28,Anthony's Jamaican Restaurant,Restaurant,"410 Middle Tpke W, Manchester, CT 06040",(860) 643-8200,https://www.anthonysjamaicanrestaurant.com/,https://www.anthonysjamaicanrestaurant.com/menu,41.78063583,-72.5414505
29,Bentleys little Jamaica cuisine,Restaurant,"29 W Main St, Meriden, CT 06451",(203) 235-5662,https://www.facebook.com/Bentleys-little-Jamaica-cuisine-117039752151800/,,41.53824234,-72.80353546
30,B&B Wings and Things,Restaurant,"540 Main St, Middletown, CT",(860) 358-9542,https://bandbwingsandthings.com/,https://bandbwingsandthings.com/our-menu,41.56346512,-72.65158081
31,Living Right Health Bar,Restaurant,"399 N Main St, Naugatuck, CT 06770",(203) 714-6205,https://livingrighthb.com/,https://livingrighthb.com/menu/,41.50128555,-73.04702759
32,My Wife Didn't Cook,Restaurant,"89 W Main St, New Britain, CT 06051",(860) 259-6987,https://www.mywifedidntcookct.com/,https://places.singleplatform.com/my-wife-didnt-cook/menu?ref=Microsoft,41.66743469,-72.78398895
33,African Queens Market,Restaurant,"491 Campbell Ave, West Haven, CT 06516",(203) 931-0799,http://africantreemarket.com/,,41.2716217,-72.94957733
34,Ninth Square Market,Restaurant,"72 Orange St, New Haven, CT 06510",(203) 603-9809,http://www.infonewhaven.com/content/ninth-square-market,https://places.singleplatform.com/ninth-square-market-llc/menu?ref=Microsoft,41.3045311,-72.92494965
35,Sandra's Next Generation,Restaurant,"636 Congress Ave, New Haven, CT 06519",(203) 787-4123,http://www.sandrasnextgeneration.com/,https://www.sandrasnextgeneration.com/menus-2,41.30010986,-72.93952179
36,Dilly's Cafe,Restaurant,"39-43 Market Sq, Newington, CT 06111",(860) 785-8362,https://www.dillyscafe.com/,,41.69635773,-72.72225189
39,Miss Barbara Jean’s Soul Food Kitchen,Restaurant,"115 Main St, Norwalk, CT 06851",(203) 939-9598,http://msbarbarajeans.com/,https://places.singleplatform.com/miss-barbara-jeans-soul-food-kitchen/menu?ref=Microsoft,41.12266159,-73.41536713
40,No Leftovers,Restaurant,"182 Connecticut Ave, Norwalk, CT 06854",(203) 318-6250,https://www.noleftoversrestaurant.com/,https://www.noleftoversrestaurant.com/menu,41.10342026,-73.4337616
41,Tony's Caribbean Kitchen,Restaurant,"90 Truman St, New London, CT 06320",(860) 443-0750,https://www.facebook.com/Tonys-Caribbean-Kitchen-1852447614973403/,,41.35174561,-72.1025238
42,Mommy's Delicious Food,Restaurant,"595 W Main St, Norwich, CT 06360",(860) 383-2079,https://www.facebook.com/mommysdeliciousfood/,,41.51636505,-72.1000824
43,Jamaican Kitchen,Restaurant,"243 Hartford Tpke, Vernon, CT 06066",(860) 375-8048,http://jamaicankitchenct.com/,https://www.jamaicankitchenct.com/menu/,41.82578278,-72.49584198
44,Teff Stamford,Restaurant,"113 W Main Street Cross Street Tresser Blvd, Stamford, CT 06902",(203) 998-7474,http://www.teffrestaurant.com/,http://www.allmenus.com/ct/stamford/497192-teff/menu/,41.05079269,-73.54663849
45,La Perle,Restaurant,"15 Bank St, Stamford, CT 06902",(203) 550-2464,https://www.laperlect.com/,https://places.singleplatform.com/la-perle-4/menu?ref=Microsoft,41.05306625,-73.54051971
46,PUAG,Restaurant,"75 3rd St, Stamford, CT 06905",(203) 357-5339,http://puageats.com/,https://puageats.com/menu/,41.06502151,-73.53931427
47,Soul Tasty,Restaurant,"29 W Main St, Stamford, CT 06902",(203) 504-2625,http://www.soultastyct.com/,http://www.soultastyct.com/menu/,41.05224228,-73.54499054
48,Kingston Kafe,Restaurant,"730 Barnum Ave, Stratford, CT 06614",(203) 540-5825,https://www.kingstonkafe.com/,https://locu.com/places/kingston-kafe-stratford-us-1/,41.19877243,-73.12692261
49,"IT'S All About The Flavour Restaurant Caribbean, Cajun, Southern",Restaurant,"871 Stafford Rd, Storrs, CT 06268",(860) 477-1547,https://www.facebook.com/ItsAllAboutTheFlavour1/,,41.78515244,-72.27623749
50,Jamaican Kitchen,Restaurant,"243 Hartford Tpke, Vernon, CT 06066",(860) 375-8048,http://jamaicankitchenct.com/,https://www.jamaicankitchenct.com/menu/,41.82578278,-72.49584198
51,Craig's Kitchen,Restaurant,"13 W Main St, Vernon, CT 06066",(860) 871-6099,http://craigssoulfood.com/,https://craigssoulfood.com/menu/,41.86700821,-72.44950104
52,The Art of Yum,Restaurant,"146 GRAND St, Waterbury, CT 06702",(203) 527-4044,https://www.theartofyum.com/,,41.55376434,-73.04175568
53,Mikey's Jamaican Restaurant,Restaurant,"736 E Main St, Waterbury, CT 06702",(203) 755-8112,https://www.facebook.com/MikeysJamaicanRestaurant/,https://places.singleplatform.com/mikeys-jamaican-restaurant/menu?ref=Microsoft,41.55363846,-73.02797699
54,Mama Sue's Soul Kitchen,Restaurant,"537 Congress Ave, Waterbury, CT 06708",(203) 695-6771,https://www.facebook.com/mamasuessoulfoodkitchen/,,41.53777695,-73.04800415
55,Divine Health Juice Bar LLC,Restaurant,"1902 N Main St, Waterbury, CT 06704",(203) 527-7184,https://www.facebook.com/DivineHealthJuicBar/,,41.57696152,-73.02667999
56,Jamaican Me Crazy,Restaurant,"776 Main St, Willimantic, CT 06226",(860) 942-8831,https://www.jamaicanmecrazyllc.com/,https://www.jamaicanmecrazyllc.com/menu/,41.71212387,-72.21351624
58,Lilly's Soul Food Restaurant,Restaurant,"305 Windsor Ave, Windsor, CT 06095",(860) 241-8132,https://www.facebook.com/LillysSoulfood/,,41.81158447,-72.65847015
59,Rock City Pizza,Restaurant,"568 Cambridge St 568, Boston, MA 02134",(617) 782-7625,http://rockcitypizzamenu.com/?utm_source=organic_bing&utm_medium=bing_pw,http://www.allmenus.com/ma/allston/373865-rock-city-pizza/menu/,42.35231018,-71.14047241
60,M&M LINKS Jewelry and Accessories,Jewelry Store,"236 N Pleasant St Ste 103/104, Amherst, MA 01002",(877) 226-9793,https://www.m2mlinks.com/,,42.37926865,-72.51998901
61,Auntie Elsie's Crisps,Restaurant,"40 Daniel Shays Highway Ste #4, Belchertown, MA 01007",(413) 213-1175,http://auntieelsies.com/,,42.29194260000001,-72.40687561
62,Reps Fitness Studio,Gym/Fitness,"316 Cambridge St Ste 2, Boston, MA 02114",(857) 250-4616,http://www.reps57.com/,,42.35983658,-71.07054138
63,Panza Restaurant,Catering/Private Chef,"326 Hanover St, Boston, MA 02113",(617) 557-9248,https://www.facebook.com/Panza-234336576610295/,https://locu.com/places/panza-boston-us/,42.36465454,-71.05381775
65,EverybodyFights,Gym/Fitness,"15 Channel Ctr St, Boston, MA 02210",(857) 250-4140,https://www.facebook.com/Everybodyfights/,,42.34578705,-71.05136108
66,trillfit,Gym/Fitness,"1484 Tremont St, Boston, MA 02120",(617) 544-7690,http://www.trill.fit/,,42.33217239,-71.09884644
67,"Brown Ave, Boston, MA 02131",Health/Beauty,"Brown Ave, Boston, MA 02131",,https://brownandcoconut.com/,,42.284385,-71.12091001
68,Organic Bath Co.,Health/Beauty,"50 Terminal St Ste 720, Charlestown, MA 02129",(617) 273-2523,https://www.organicbath.co/,,42.38196564,-71.05976105
69,Boston Pet Sitters,Pet/Animal Services,"144 Commonwealth Ave Ste 3, Boston, MA 02116",(617) 247-7387,https://www.bostonpetsitters.com/,,42.35186768,-71.07759094
71,Flames Restaurant,Restaurant,"469 Blue Hill Ave, Boston, MA 02121",(617) 989-0000,https://www.facebook.com/Flames-Restaurant-116810905012950/,https://places.singleplatform.com/flames-restaurant/menu?ref=Microsoft,42.30892181,-71.08293915
72,Fresh Food Generation,Restaurant,"196 Quincy St, Boston, MA 02121",(617) 602-7185,https://www.freshfoodgeneration.com/,,42.31288528,-71.07485199
73,Larry J's BBQ Cafe,Restaurant,"600 D St, Boston, MA 02210",(617) 348-9800,http://larryjsbbqcafe.com/,https://locu.com/places/larry-js-house-of-q-boston-us-1/,42.34835434,-71.03962708
74,Next Step Soul Food Cafe,Restaurant,"657 Washington St, Dorchester Center, MA 02124",(617) 514-4916,https://straffordcreamery.com/about-us/,,42.28886795,-71.07116699
75,Nu Flav Restaurant,Restaurant,"1100 Blue Hill Ave, Boston, MA 02124",(617) 506-7092,https://nuflavrestaurantboston.com/?utm_source=bing&utm_medium=websiteurl&utm_campaign=search,https://NuFlavRestaurantBoston.com/?utm_source=bing&utm_medium=menuurl&utm_campaign=search,42.28693008,-71.09047699
76,P&R Restaurant and Ice Cream Parlor,Restaurant,"208 Dudley St, Roxbury, MA 02119",(617) 442-2020,http://www.eatpandr.com/,https://places.singleplatform.com/pr-restaurant-and-ice-cream-parlor/menu?ref=Microsoft,42.32849121,-71.08104706
77,Savvor Restaurant,Restaurant,"180 Lincoln St, Boston, MA 02111",(857) 250-2165,http://www.savvorbostonlounge.com/,https://www.savvorbostonlounge.com/menus,42.35058594,-71.05866241
78,Tawakal Halal Cafe,Restaurant,"389 Maverick St, East Boston, MA 02128",(617) 418-5890,https://www.facebook.com/TawakalHalalCafe/,,42.36580276,-71.02897644
79,Urban Grape,Wine Store,"303 Columbus Ave, Boston, MA 02116",(857) 250-2509,http://theurbangrape.com/,,42.34645081,-71.07447815
80,JJ's Caffe,Restaurant,"610 N Main St, Brockton, MA 02301",(508) 510-4227,https://www.jjscaffe.com/,,42.09859085,-71.01997375
81,Rhythm 'n Wraps,Restaurant,"1096 Commonwealth Ave, Boston, MA 02215",(617) 566-4144,https://www.rhythmnwraps.com/,https://places.singleplatform.com/rhythm-n-wraps/menu?ref=Microsoft,42.35207367,-71.12445831
84,The Little Crepe Cafe,Restaurant,"102 Oxford St, Cambridge, MA",(857) 326-3184,https://www.littlecrepecafe.com/,https://www.littlecrepecafe.com/menu,42.38313675,-71.11614227
85,Oggi Gourmet,Restaurant,"30 Dunster St, Cambridge, MA 02138",(617) 492-6444,https://www.oggigourmetmenu.com/?utm_source=organic_bing&utm_medium=bing_pw,https://slicelife.com/restaurants/ma/cambridge/02138/oggi-gourmet/menu,42.37242889,-71.11901855
86,Coast Cafe,Restaurant,"233 River St, Cambridge, MA 02139",(617) 354-7644,https://coastsoulcafe.com/,https://coastsoulcafe.com/our-menu/,42.36300278,-71.11160278
87,Hazel's Kitchen,Restaurant,"930 Chicopee St, Chicopee, MA 01013",(413) 315-8261,https://www.facebook.com/pages/category/Caribbean-Restaurant/Hazels-Kitchen-166927287238980/,,42.19021988,-72.60272217
88,Glitterati Prom & Pagent Superstore,Clothing,"30 Maple St, Danvers, MA 01923",(978) 539-8580,http://www.glitteratistyle.com/,,42.56618118,-70.93621063
89,50Kitchen,Restaurant,"1450 Dorchester Ave, Dorchester, MA 02122",(617) 474-2433,http://50kitchen.com/,,42.30110931,-71.05992126
90,Auntie Vie's Bakery Cafe,Restaurant,"554 Dudley St, Dorchester, MA 02125",(617) 708-0013,https://www.facebook.com/Auntie-Vies-Bakery-Cafe-152960008211429/,,42.32129288,-71.07217407
91,Bon Appetit Restaurant,Restaurant,"1138 Blue Hill Ave, Dorchester Center, MA 02124",(617) 825-5544,https://bonappetitgroup.com/,https://www.zomato.com/boston/bon-appetit-dorchester/menu,42.28544617,-71.09073639
92,B R E D,Restaurant,"2255 Dorchester Ave, Boston, MA 02124",(617) 698-0103,https://www.bredgourmet.com/,https://places.singleplatform.com/bred-gourmet/menu?ref=Microsoft,42.27338409,-71.06796265
93,Cape Verde Taste,Restaurant,"481 Geneva Ave, Boston, MA 02122",(617) 506-8824,https://cape-verde-taste.business.site/,,42.29932022,-71.06471252
94,Restaurante Cesaria,Restaurant,"266 Bowdoin St, Boston, MA 02122",(617) 282-1998,http://www.restaurantcesaria.com/,https://www.restaurantcesaria.com/menu/,42.30691528,-71.06658936
95,Clarke's Cakes & Cookies,Restaurant,"196 Quincy St., Dorchester, MA 02121",,http://clarkescakesandcookies.com/,,42.31288528,-71.07485199
96,Down Home Delivery,Restaurant,"2 Bowdoin St, Dorchester, MA 02124",(617) 288-0813,http://www.downhomedelivery.com/,http://www.downhomedelivery.com/menus.cfm,42.29951477,-71.07324982
97,Family Affair Restaurant,Restaurant,"554 Columbia Rd, Dorchester, MA 02125",(617) 514-4458,https://www.facebook.com/FamAffairBoston/,https://places.singleplatform.com/family-affair-restaurant-6/menu?ref=Microsoft,42.31627274,-71.06599426
98,Next Step Soul Food Cafe,Restaurant,"657 Washington St, Dorchester Center, MA 02124",(617) 514-4916,https://www.facebook.com/bostonsoulfood/,,42.28886795,-71.07116699
99,Irie Jamaican Style Restaurant,Restaurant,"855 Washington St, Dorchester Center, MA 02124",(617) 929-3866,http://www.iriejamaicanstylerestaurant.net/,http://www.iriejamaicanstylerestaurant.net/menu,42.2818985,-71.0712204
100,Island Style,Restaurant,"183 Washington St, Dorchester, MA 02121",(617) 288-8300,https://www.facebook.com/islandstyle183/,http://www.islandstylerestaurant.com/menu.html,42.30342484,-71.07855988
101,J P Roti Shop,Restaurant,"482 Washington St, Dorchester, MA 02124",(617) 825-4860,https://www.facebook.com/JP-ROTI-SHOP-1106702066057742/,,42.29465103,-71.07199859999999
102,Levi's Restaurant,Restaurant,"323 Washington St, Boston, MA 02121",(617) 265-1009,https://www.facebook.com/Levis323/,,42.29995728,-71.07430267
103,M & M BBQ,Restaurant,"1250 Massachusetts Ave, Dorchester, MA 02125",(617) 307-7674,https://www.mandmribs.com/,https://www.mandmribs.com/menu,42.32199478,-71.06282043
104,Murl's Kitchen,Restaurant,"143 Washington St, Dorchester, MA 02121",(617) 506-7331,https://www.facebook.com/murlskitchen/,,42.30453873,-71.0794754
105,NatifNatal,Restaurant,"830 Blue Hill Ave, Dorchester, MA 02124",(617) 326-6929,https://natifnatalma.com/?utm_source=bing&utm_medium=websiteurl&utm_campaign=search,https://www.natifnatalma.com/#/,42.29620743,-71.08718872
106,Next Step Soul Food Cafe,Restaurant,"657 Washington St, Dorchester Center, MA 02124",(617) 514-4916,https://www.facebook.com/nextstepsoulfoodcafe/,,42.28886795,-71.07116699
107,Oasis Cafe,Restaurant,"340 Washington St, Dorchester, MA 02121",(617) 506-7192,https://oasis-restaurant-caribbean-restaurant.business.site/,,42.29944992,-71.07372284
108,Oasis Vegan Veggie Parlor,Restaurant,"340 Washington St, Dorchester, MA 02121",(617) 237-9033,https://www.facebook.com/OasisVeganVeggieParlor/,https://places.singleplatform.com/oasis-vegan-veggie-parlor/menu?ref=Microsoft,42.29944992,-71.07372284
109,One Family Diner,Restaurant,"260 Bowdoin St, Boston, MA 02122",(617) 436-1577,https://www.facebook.com/OnefamilydinerDorchester/,,42.30680466,-71.06671906
110,Only One Jamaican Restaurant,Restaurant,"160 Norfolk St, Dorchester Center, MA 02124",(617) 822-0444,http://www.onlyonerestaurant.com/,https://www.onlyonerestaurant.com/menus-1,42.28721619,-71.07876587
111,Raphael Caribbean Cuisine,Restaurant,"487 Washington St, Dorchester Center, MA 02124",(617) 506-7875,https://www.facebook.com/Raphaels-Caribbean-Cuisine-1503478686549420/,,42.2946701,-71.07215118
112,Ripple Cafe,Restaurant,"1906 Dorchester Ave, Boston, MA 02124",(617) 297-5621,https://ripple-cafe.business.site/,https://kaosamai.business.site/,42.28442764,-71.06467438
113,Singh's Roti Shop,Restaurant,"692 Columbia Rd, Dorchester, MA 02125",(617) 282-7977,http://www.singhsrotishop.net/,http://www.singhsrotishop.net/menu,42.32009125,-71.06227875
114,Taste Of Eden,Restaurant,"38 Norfolk St, Boston, MA 02124",(617) 282-0077,https://www.tasteofedenjamerican.net/,https://places.singleplatform.com/taste-of-eden-ja-american-restaurant/menu?ref=Microsoft,42.28921509,-71.07284546
115,Vaughan Fish & Chips,Restaurant,"1 Erie St, Dorchester, MA 02121",(617) 825-1194,https://www.facebook.com/pages/Vaughan-Fish-Chips/100849106625946,https://www.zomato.com/boston/vaughan-fish-chips-dorchester/menu,42.30321121,-71.07868958
116,Wingz & Tingz,Restaurant,"388 Blue Hill Ave, Dorchester, MA 02121",(617) 652-8580,http://wingzandtingz.com/,https://www.wingzandtingz.com/menu/,42.311435700000004,-71.08109283
117,Yelus,Restaurant,"116 Washington St, Dorchester, MA 02121",(857) 271-3926,https://www.yelusrestaurant.com/,https://places.singleplatform.com/yelus/menu?ref=Microsoft,42.30513,-71.0802002
119,The Taproom,Bar,"1 Mill Valley Rd Ste C, Hadley, MA 01035",(413) 387-0600,http://www.thetaproomhadley.com/,,42.34890747,-72.56830597
120,Hot Oven Cookies,Restaurant,"1597 Main St, Springfield, MA",(413) 889-4099,https://www.hotovencookies.com/,https://www.hotovencookies.com/menu,42.1038475,-72.59315491
121,D Coal Pot,Restaurant,"984 Hyde Park Ave, Hyde Park, MA 02136",(857) 345-9512,https://www.facebook.com/D-Coal-Pot-137261126484637/,https://places.singleplatform.com/d-coal-pot/menu?ref=Microsoft,42.26605225,-71.12107849
122,Farah S Cafe Restaurant,Restaurant,"1158 River St, Hyde Park, MA 02136",(617) 910-3203,https://www.facebook.com/Farah-cafe-restaurant-560110081032362/,,42.25639725,-71.12052155
123,Las Vegas Seafood Restaurant,Restaurant,"6 Maple St, Hyde Park, MA 02136",(617) 364-2772,https://www.facebook.com/LasVegasHydePark/,,42.25576782,-71.12223816
124,Little Haiti International Cuisine1184. Call them at - 617 364-1313.,Restaurant,"1184 Hyde Park Ave, Hyde Park, MA 02136",(617) 364-1313,https://www.facebook.com/littlehaitiinternationalcuisine/,,42.25824738,-71.12352753
125,Wingz And Tingz,Restaurant,"10 Fairmount Ave, Boston, MA 02136",(617) 474-9464,https://www.wingzandtingz.com/,https://www.wingzandtingz.com/menu/,42.25566483,-71.12104034
126,Zaz Restaurant,Restaurant,"1238 River St, Boston, MA 02136",(617) 276-3729,https://www.zazrestaurant.com/,https://www.zazrestaurant.com/menu,42.25593185,-71.12303925
127,Reps Fitness Studio,Gym/Fitness,"316 Cambridge St Ste 2, Boston, MA 02114",(857) 250-4616,http://www.reps57.com/,,42.35983658,-71.07054138
128,Blue Nile,Restaurant,"389 Centre St, Jamaica Plain, MA 02130",(617) 522-6453,http://bluenilejp.com/,https://places.singleplatform.com/blue-nile-34/menu?ref=Microsoft,42.32211304,-71.10951996
129,Exodus Bagels,Restaurant,"3346 Washington St, Jamaica Plain, MA 02130",,http://www.exodusbagels.com/,,42.30959702,-71.10444641
130,Jamaica Mi Hungry LLC,Restaurant,"225 Centre St, Roxbury, MA 02119",(617) 708-0465,https://www.jamaicamihungry.com/,,42.32287598,-71.09931183
131,MadJacks BBQ,Restaurant,"126 S Main St, Lanesborough, MA 01237",(413) 442-2290,http://www.madjacksbbqonline.com/,,42.51292419,-73.22897339
132,Habakkuk Media Services,Photographer,"100 Commercial Rd, Leominster, MA 01453",(978) 537-7778,http://habakkukmedia.com/,,42.52993774,-71.73986816
133,Comeketo Brazilian Steakhouse,Restaurant,"23 Sack Blvd, Leominster, MA 01453",(978) 466-1224,https://www.comeketo.com/,https://www.comeketo.com/menu,42.53233719,-71.74496459999997
134,Infused Kreyol,Restaurant,"423 Main St, Malden, MA 02148",(781) 388-0938,http://infusedkreyol.com/,https://places.singleplatform.com/infused-kreyol/menu?ref=Microsoft,42.42657089,-71.06694031
135,Hair It Is Barbershop,Health/Beauty,"1186 Blue Hill Ave, Mattapan, MA",(617) 322-1664,https://www.hairitisbarbershop.com/,,42.28397751,-71.09144592
136,Ali's Roti Restaurant,Restaurant,"1188 Blue Hill Ave, Mattapan, MA 02126",(617) 298-9850,https://www.facebook.com/Alis-Roti-Restaurant-163231053700708/,,42.28379059,-71.09150696
137,Au Beurre Chaud Bakery,Restaurant,"721 River St, Hyde Park, MA 02136",(617) 364-3066,https://www.grubhub.com/restaurant/au-beurre-chaud-bakery-725-river-st-hyde-park/506264,,42.26361847,-71.10250092
138,Blue Mountain Jamaican Restaurant,Restaurant,"884 Morton St, Boston, MA 02126",(617) 533-7255,http://bluemountainjamaicanrestaurant.com/,https://places.singleplatform.com/blue-mountain-jamaican-restaurant/menu?ref=Microsoft,42.28085327,-71.08467865
139,JUICE UP,Restaurant,"1290 Blue Hill Ave, Mattapan, MA 02126",(857) 267-4569,http://squareup.com/STORE/CAFEJUICEUP,https://places.singleplatform.com/cafe-juice-up/menu?ref=Microsoft,42.27968979,-71.09264374
140,Golden Krust Caribbean Restaurant,Restaurant,"1614 Blue Hill Ave, Mattapan, MA 02126",(617) 696-6200,http://www.goldenkrust.com/,https://www.goldenkrust.com/menu/,42.26886749,-71.09340668
141,Le Foyer Bakery,Restaurant,"132 Babson St, Mattapan, MA 02126",(617) 298-0535,https://www.facebook.com/pages/Le-Foyer-Bakery/111731602196380,https://www.zomato.com/boston/le-foyer-bakery-boston/menu,42.27042007,-71.09294128
142,P & R Ice Cream,Restaurant,"1284 Blue Hill Ave, Mattapan, MA 02126",(617) 296-0922,http://www.eatpandr.com/,https://www.zomato.com/boston/p-r-ice-cream-and-restaurant-dorchester/menu,42.27994919,-71.0927887
143,Pit Stop Barbecue,Restaurant,"888A Morton St, Boston, MA 02126",(617) 436-0485,http://www.pitstopbarbecue.com/,https://locu.com/places/pit-stop-barbeque-mattapan-us/,42.2807579,-71.08421326
144,Prestige Cuisine,Restaurant,"924 Morton St., Mattapan, MA 02126",(617) 615-8009,https://www.grubhub.com/restaurant/prestige-cuisine-568-broad-st-providence/1273704,https://mymozo.com/myrestaurant/default?CompanyId=1021,42.28067398,-71.08286285
145,Shea Butter Smoothies,Restaurant,"1556 Blue Hill Ave, Mattapan, MA 02126",(617) 296-2245,https://www.facebook.com/Shea-Butter-Smoothies-834607166718287/,https://places.singleplatform.com/shea-butter-smoothies/menu?ref=Microsoft,42.27039719,-71.09358978
147,French Press Bakery,Restaurant,"2020-74 Chapel St, Needham, MA",(781) 400-2660,https://www.frenchpressbakery.com/,https://www.frenchpressbakery.com/lunch-menu/,42.2815094,-71.23672485
148,Glitterati Prom & Pagent Superstore,Clothing,"30 Maple St, Danvers, MA 01923",(978) 539-8580,http://www.glitteratistyle.com/,,42.56618118,-70.93621063
149,92nd Sauce,Catering,"239 Onota St, Pittsfield, MA 01201",(413) 344-4206,https://www.92ndsauce.com/,,42.45890808,-73.26356506
150,Roman's Restaurant and Cuchifritos,Restaurant,"496A Tyler St, Pittsfield, MA 01201",(413) 344-4947,http://romans-rc.com/,,42.45726395,-73.24019623
